devicetype	brand	model	version	cpu	cpucores	cpumhz	flashmb	rammb	ethernet100mports	ethernetgbitports	wlan24ghz	wlan50ghz	bluetooth	usbports	serial	powersupply
Range Extender	TP-Link	RE350K	v1	Qualcomm Atheros QCA9558	1	720	16	128	-	1	b/g/n	a/n/ac	-	-	Yes	100-240 VAC, 0.3 A
Range Extender	TP-Link	RE355	v1	Qualcomm Atheros QCA9558	1	720	8	128	-	1	b/g/n	a/n/ac	-	-	Yes	100-240 VAC, 0.3 A
Range Extender	TP-Link	RE500	v1	MediaTek MT7621AT	2	880	16	128	-	1	b/g/n	a/n/ac	-	-	Yes	100-240 VAC, 0.4 A
Range Extender	TP-Link	RE650	v1	MediaTek MT7621AT	2	880	16	128	-	1	b/g/n	a/n/ac	-	-	Yes	100-240 VAC, 0.4 A
WiFi Router	TP-Link	TD-W8960N	v5	Broadcom BCM6318	1	333	8	64	4	-	b/g/n	-	-	Mod	Yes	9 VDC, 0.85 A
WiFi Router	TP-Link	TD-W8968	v3	Broadcom BCM6318	1	333	8	64	4	-	b/g/n	-	-	1x 2.0	Yes	12 VDC, 1.0 A
WiFi Router	TP-Link	TD-W8970	v3.0	Broadcom BCM6362	1	400	16	64	-	4	b/g/n	-	-	1x 2.0	Yes	12 VDC, 1.5 A
Travel Router - Battery powered	TP-Link	TL-MR22U	v1	Qualcomm Atheros QCA9531	1	560	8	32	1	-	b/g/n	-	-	1x 2.0	Yes	5 VDC, 1.0 A (-USB), 5200 mAh battery
WiFi Router	TP-Link	TL-MR3420	v5	MediaTek MT7628N	1	580	8	64	5	-	b/g/n	-	-	1x 2.0	Yes	12 VDC, 1.0 A
WiFi Router	TP-Link	TL-WDR6500	v2	Qualcomm Atheros QCA956X	1	750	8	128	4	-	b/g/n	a/n/ac	-	1x Header	Yes	12 VDC, 1.0 A
Range Extender	TP-Link	TL-WPA8630P	v2.0 (EU)	Qualcomm Atheros QCA9563	1	750	8	128	-	3	b/g/n	a/n/ac	-	-	Yes	100-240 VAC, 50-60 Hz, 0.2 A
Range Extender	TP-Link	TL-WPA8630P	v2.1 (AU)	Qualcomm Atheros QCA9563	1	750	8	128	-	3	b/g/n	a/n/ac	-	-	Yes	100-240 VAC, 50-60 Hz, 0.2 A
Range Extender	TP-Link	TL-WPA8630P	v2.1 (EU)	Qualcomm Atheros QCA9563	1	750	8	128	-	3	b/g/n	a/n/ac	-	-	Yes	100-240 VAC, 50-60 Hz, 0.2 A
WiFi Router	TP-Link	VR200v	NULL	Lantiq XWAY VRX288	2	500	16	128	-	4	b/g/n	a/n/ac	-	2x 2.0	Yes	12 VDC, 2.5 A
WiFi Router	TP-Link	VR200	NULL	Lantiq XWAY VRX288	2	500	16	128	-	4	b/g/n	a/n/ac	-	2x 2.0	Yes	12 VDC, 2.5 A
WiFi AP	TP-Link	WBS210	v1	Atheros AR9344	1	560	8	64	2	-	b/g/n	-	-	-	-	Passive PoE 16-27 VDC, 0.6 A
WiFi AP	TP-Link	WBS210	v2	Atheros AR9344	1	-	8	64	2	-	b/g/n	-	-	-	-	16-27 VDC, passive PoE
WiFi AP	TP-Link	WBS510	v1	Atheros AR9344	1	560	8	64	2	-	-	a/n	-	-	-	Passive PoE 16-27 VDC, 0.6 A
WiFi AP	TP-Link	WBS510	v2	Atheros AR9344	1	560	8	64	2	-	-	a/n	-	-	-	16-27 VDC, passive PoE
WiFi Router	TRENDnet	TEW-673GRU	1.0R	Atheros AR7161 rev 2	1	680	8	64	-	5	b/g/n	-	-	2x 2.0	Yes	12 VDC, 2.0 A
WiFi Router	TRENDnet	TEW-691GR	1.0R	Ralink RT3883	1	500	8	64	-	5	b/g/n	-	-	-	Yes	12 VDC, 1.0 A
WiFi Router	TRENDnet	TEW-692GR	1.0R	Ralink RT3883	1	500	8	64	-	5	b/g/n	a/n	-	-	-	12 VDC, 1.0 A
WiFi Router	TRENDnet	TEW-712BR	1.0	Atheros AR9330 rev 1	1	400	4	32	5	-	b/g/n	-	-	-	Yes	5 VDC, 1.0 A
Travel Router	TRENDnet	TEW-714TRU	1.0R	Ralink RT5350	1	360	8	32	1	-	b/g/n	-	-	1x Power only	-	100-240 VAC, 50-60 Hz, 2.5W
WiFi Router	TRENDnet	TEW-732BR	1.0R	Atheros AR9341 rev 1	1	535	8	64	5	-	b/g/n	-	-	-	Yes	5 VDC, 1.0 A
WiFi Router	TRENDnet	TEW-810DR	1.1	MediaTek MT7620A	1	580	8	64	5	-	b/g/n	a/n/ac	-	-	Yes	12 VDC, 1.0 A
WiFi Router	TRENDnet	TEW-823DRU	v1.0R	Qualcomm Atheros QCA9558	1	720	16	256	-	5	b/g/n	a/n/ac	-	1x 2.0	-	12 VDC, 2.0 A
WiFi Router	TRENDnet	TEW-829DRU	v1.0R	Qualcomm IPQ4019	4	717	8	256	-	10	b/g/n	a/n/ac	-	1x 3.0	Yes	12 VDC, 3.0 A
WiFi Router	TRENDnet	TEW-632BRP	1.1R	Atheros AR9130	1	400	4	32	5	-	b/g/n	-	-	-	-	5 VDC, 2.5 A
WiFi Router	TRENDnet	TEW-652BRP	1.1R	Atheros AR9130	1	400	4	32	5	-	b/g/n	-	-	-	-	5 VDC, 2.5 A
Router	TRENDnet	TPE-1020WS	v1.1R	Marvell 98dx4122	1	500	16	128	-	8	-	-	-	-	Yes	-
WiFi Router	Turris CZ.NIC	Turris	v1.0	Freescale P2020	2	1200	256NAND	2048	-	5	b/g/n	a/n	-	2x 2.0	Yes	-
WiFi Router	Turris CZ.NIC	Turris	v1.1	Freescale P2020	2	1200	256NAND	2048	-	5	b/g/n	a/n	-	2x 2.0	Yes	-
WiFi Router	Turris CZ.NIC	Omnia	CZ11NIC23	Marvell Armada 385 88F6820	2	1600	8192 eMMC	2048	-	6	b/g/n	a/n/ac	-	2x 3.0	Yes	12 VDC, 3.33 A
WiFi AP	Ubiquiti	airCube ISP	NULL	Qualcomm Atheros QCA9533	1	650	16	64	4	-	b/g/n	-	-	1x -USB (power)	Yes	5 VDC (-USB), 2.0A, PoE 24 VDC 1.0 A
WiFi AP	Ubiquiti	AirGateway Pro (AMG-PRO)	NULL	Atheros AR9344	1	560	8	32	2	-	b/g/n	a/n	-	-	Yes	PoE 24 VDC
WiFi Router	Ubiquiti	AirGrid M2	NULL	Atheros AR7240 rev 2	1	390	8	32	1	-	b/g/n	-	-	-	Yes	-
WiFi Router	Ubiquiti	AirGrid M5	NULL	Atheros AR7240 rev 2	1	390	8	32	1	-	-	a/n	-	-	Yes	-
WiFi Router	Ubiquiti	AirGrid M5 HP	NULL	Atheros AR9342 v2	1	560	8	64	1	-	-	a/n	-	-	-	24 VDC passive PoE, 0.5 A
WiFi Router	Ubiquiti	AirRouter	NULL	Atheros AR7241	1	400	8	32	5	-	b/g/n	-	-	1x 2.0	Yes	5 VDC, 2.0 A
WiFi Router	Ubiquiti	Bullet M xw	NULL	Atheros AR9342	1	-	8	64	1	-	b/g/n	a/n	-	-	Yes	24 VDC, 1.0 A, passive PoE
WiFi Router	Ubiquiti	NanoBridge M	NULL	Atheros AR7241	1	390	8	32	1	-	-	a/n	-	-	Yes	Passive PoE 24 VDC
WiFi Router	Ubiquiti	Bullet M XM (AR7240)	NULL	Atheros AR7240	1	400	8	32	1	-	-	a/n	-	-	Yes	PoE 24V, 6W Max
WiFi Router	Ubiquiti	Bullet M XM (AR7241)	NULL	Atheros AR7241	1	400	8	32	1	-	-	a/n	-	-	-	PoE 24V, 6W Max
Router	Ubiquiti	EdgeRouter (ER-8)	NULL	Cavium CN6120	2	800	4096 eMMC	2048	-	8	-	-	-	1x 2.0	Yes	100 - 240 VAC, 50/60 Hz
Router	Ubiquiti	EdgeRouter 4	NULL	Cavium CN7130	4	1000	8	1024	-	3	-	-	-	1x 3.0	Yes	100 - 240 VAC, 50/60 Hz
Router	Ubiquiti	EdgeRouter 6P (ER-6P)	NULL	Cavium CN7130	4	1000	8	1024	-	5	-	-	-	1x 3.0	Yes	24 VDC, 2.5 A
Router	Ubiquiti	EdgeRouter Lite	NULL	Cavium CN5020	2	500	4096	512	-	3	-	-	-	1x 2.0	Yes	12 VDC, 1.0 A
Router	Ubiquiti	EdgeRouter Pro (ERPro-8)	NULL	Cavium CN6120	2	1000	4096	2048	-	8	-	-	-	1x 2.0	Yes	100 - 240 VAC, 50/60 Hz
Router	Ubiquiti	EdgeRouter X (ER-X)	NULL	MediaTek MT7621AT	2	880	256NAND	256	-	5	-	-	-	-	Yes	12 VDC, 0.5 A
Router	Ubiquiti	EdgeRouter X-SFP (ER-X-SFP)	NULL	MediaTek MT7621AT	2	880	256NAND	256	-	5	-	-	-	-	Yes	9-26 VDC, 2.5 A
other	Ubiquiti	EdgeSwitch 8XP (ES-8XP)	NULL	Atheros AR7242	1	400	8	64	1	8	-	-	-	1x 2.0	Yes	24V/48V Passive PoE, PoE 802.3af/at
WiFi AP	Ubiquiti	LiteBeam 5AC 16 120	NULL	Atheros AR9342 rev 2	1	535	16	64	-	1	-	a/n/ac	-	-	Yes	Passive PoE 24 VDC, 0.5 A
WiFi AP	Ubiquiti	LiteAP AC LAP-120	NULL	Atheros AR9342	1	533	16	64	-	1	-	a/n/ac	-	-	Yes	Passive PoE 24 VDC, 0.5 A
other	Ubiquiti	LiteBeam 5AC Gen2	NULL	Atheros AR9342-BL1A	1	535	16	64	-	1	b/g/n	a/n/ac	-	-	Yes	Passive PoE 24 VDC, 0.3 A
other	Ubiquiti	LiteBeam M5	NULL	Atheros AR9342	1	533	8	64	1	-	-	a/n	-	-	Yes	passive PoE 24 VDC, 0.2 A
WiFi Router	Ubiquiti	NanoBeam M5	NULL	Atheros AR9342	1	535	8	64	1	-	-	a/n	-	-	Yes	24 VDC, 0.5 A (PoE)
WiFi AP	Ubiquiti	NanoBeam 5AC Gen 2	WA	Atheros AR9342	1	535	16	64	-	2	b/g/n	a/n/ac	-	-	Yes	PoE 24 VDC, 0.5 A
WiFi AP	Ubiquiti	NanoBeam 5AC 16	WA	Atheros AR9342	1	535	16	64	-	1	-	a/n/ac	-	-	Yes	PoE 24 VDC, 0.5 A
WiFi AP	Ubiquiti	NanoBeam 5AC 19	XC	Qualcomm Atheros QCA9558	1	720	16	128	-	1	-	a/n/ac	-	-	Yes	PoE 24 VDC, 0.5 A
WiFi AP	Ubiquiti	NanoBeam 2AC 13	2WA	Atheros AR9342	1	533	16	64	-	1	b/g/n	a/n/ac	-	-	Yes	PoE 24 VDC, 0.5 A
WiFi AP	Ubiquiti	NanoBeam 5AC Gen 2	XC	Qualcomm Atheros QCA9558	1	720	16	128	-	1	b/g/n	a/n/ac	-	-	Yes	PoE 24 VDC, 0.5 A
WiFi Router	Ubiquiti	LiteStation 2	NULL	Atheros AR2315	1	180	4	16	1	-	b/g	-	-	-	-	-
WiFi Router	Ubiquiti	NanoStation 2	NULL	Atheros AR2315	1	180	4	16	1	-	b/g	-	-	-	Yes	12 VDC, 1.0 A
WiFi Router	Ubiquiti	PicoStation 2	NULL	Atheros AR2315	1	180	8	32	1	-	b/g	-	-	-	-	Passive PoE
WiFi Router	Ubiquiti	NanoStation Loco2	NULL	Atheros AR2315	1	180	4	16	1	-	b/g	-	-	-	-	-
WiFi AP	Ubiquiti	NanoStation AC	NULL	Atheros AR9342	1	535	16	64	-	2	b/g/n	a/n/ac	-	-	Yes	passive PoE, PoE 802.3af
WiFi AP	Ubiquiti	NanoStation AC loco	NULL	Atheros AR9342	1	560	16	64	-	1	b/g/n	a/n/ac	-	-	Yes	24 VDC, 0.3 A, passive PoE
WiFi Router	Ubiquiti	NanoStation M2	NULL	Atheros AR7240	1	390	8	32	2	-	b/g/n	-	-	-	Yes	-
WiFi AP	Ubiquiti	NanoStation Loco M2 xw	NULL	Atheros AR9342	1	535	8	64	1	-	b/g/n	-	-	-	Yes	PoE 24V
WiFi AP	Ubiquiti	NanoStation Loco M2 xm	NULL	Atheros AR7240	1	400	8	32	1	-	b/g/n	-	-	-	Yes	PoE 24 VDC, 0.5 A
WiFi Router	Ubiquiti	NanoStation Loco M5 xw	NULL	Atheros AR9342	1	400	8	64	1	-	-	a/n	-	-	Yes	-
WiFi Router	Ubiquiti	NanoStation M5 xw	NULL	Atheros AR9342	1	400	8	64	2	-	-	a/n	-	-	Yes	-
WiFi Router	Ubiquiti	NanoStation M5 xm	NULL	Atheros AR7240	1	390	8	32	2	-	-	a/n	-	-	Yes	-
WiFi Router	Ubiquiti	LiteStation 5	NULL	Atheros AR2313	1	180	4	16	1	-	-	a	-	-	Yes	-
WiFi Router	Ubiquiti	NanoStation 5	NULL	Atheros AR2313	1	180	4	16	1	-	-	a	-	-	-	12 VDC, 1.0 A
WiFi Router	Ubiquiti	PicoStation 5	NULL	Atheros AR2313	1	180	8	32	1	-	-	a	-	-	Yes	-
WiFi Router	Ubiquiti	NanoStation Loco5	NULL	Atheros AR2313	1	180	4	16	1	-	-	a	-	-	-	-
WiFi Router	Ubiquiti	PicoStation M2HP	NULL	Atheros AR7240	1	390	8	32	1	-	b/g/n	-	-	-	Yes	-
other	Ubiquiti	PowerBeam M5-400	NULL	Atheros AR9342	1	535	8	64	-	1	-	a/n	-	-	-	PoE 24 VDC, 0.5 A
other	Ubiquiti	PowerBeam M5-300	NULL	Atheros AR9xxx	1	560	8	64	1	-	-	a/n	-	-	-	PoE 24 VDC, 0.5 A
other	Ubiquiti	PowerBeam M2-400	NULL	Atheros AR9344	1	560	8	64	1	-	b/g/n	-	-	-	-	PoE 24 VDC, 0.5 A
WiFi Router	Ubiquiti	PowerBeam 5AC Gen2	WA	Atheros AR9342 rev 2	1	535	16	64	-	1	b/g/n	a/n/ac	-	-	Yes	Passive PoE 24 VDC, 0.5 A
WiFi AP	Ubiquiti	PowerBeam 5AC 500	XC	Qualcomm Atheros QCA9558	1	720	16	128	-	1	-	a/n/ac	-	-	Yes	PoE 24 VDC, 0.5 A
WiFi AP	Ubiquiti	PowerBeam 5AC 500 ISO	XC	Qualcomm Atheros QCA9558	8	720	16	128	-	1	-	a/n/ac	-	-	Yes	PoE 24 VDC, 0.5 A
WiFi Router	Ubiquiti	RouterStation	NULL	Atheros AR7161	1	680	16	64	3	-	-	-	-	1x 2.0	Yes	24 VDC, PoE
WiFi Router	Ubiquiti	RouterStation Pro	NULL	Atheros AR7161	1	680	16	128	-	4	-	-	-	1x 2.0	Yes	48 VDC, PoE 802.3af
other	Ubiquiti	ToughSwitch TS-5-POE	NULL	Atheros AR7240	1	400	8	64	1	5	-	-	-	1x 2.0	Yes	24 VDC, 2.5 A
WiFi Router	Ubiquiti	UniFi AP	NULL	Atheros AR7240	1	390	8	64	1	-	b/g/n	-	-	-	Yes	24 VDC, 0.5 A
WiFi AP	Ubiquiti	UniFi 6 Lite	NULL	MediaTek MT7621AT	2	880	32	256	-	1	b/g/n/ax	a/n/ac/ax	-	-	Yes	PoE 802.3af, passive PoE 48 VDC, 0.32 A
WiFi AP	Ubiquiti	UniFi AC HD	NULL	Qualcomm IPQ8064	2	1400	32	512	-	2	b/g/n	a/n/ac	-	1x 3.0	Yes	PoE+ 802.3at, max. 24W
WiFi AP	Ubiquiti	UniFi AP PRO	NULL	Atheros AR9344 rev 2	1	560	16	128	-	2	b/g/n	a/n	-	-	Yes	48 VDC, PoE 802.3af
WiFi Router	Ubiquiti	UniFi AP Outdoor Plus	NULL	Atheros AR7240	1	400	16	64	2	-	b/g/n	-	-	-	-	48 VDC, 0.5 A, PoE 802.3af
WiFi Router	Ubiquiti	UniFi AP AC	NULL	Broadcom BCM4706	1	600	16	256	-	2	b/g/n	a/n/ac	-	-	Yes	48 VDC, 0.5 A, PoE 802.3af
WiFi Router	Ubiquiti	UniFi AP AC Lite	NULL	Qualcomm Atheros QCA9563	1	775	16	128	-	1	b/g/n	a/n/ac	-	-	Yes	24 VDC, 0.5 A, PoE
WiFi AP	Ubiquiti	UniFi AP AC LR	NULL	Qualcomm Atheros QCA9563	1	775	16	128	-	1	b/g/n	a/n/ac	-	-	Yes	PoE 802.3af/A, passive PoE 24V, 0.5A
WiFi Router	Ubiquiti	UniFi AP AC PRO	NULL	Qualcomm Atheros QCA9563	1	775	16	128	-	2	b/g/n	a/n/ac	-	1x 2.0	Yes	24 VDC, 0.5 A, PoE
WiFi AP	Ubiquiti	UniFi AC Mesh	NULL	Qualcomm Atheros QCA9563	1	775	16	128	-	1	b/g/n	a/n/ac	-	-	-	24 VDC, PoE 802.3af
WiFi AP	Ubiquiti	UniFi AC Mesh Pro	NULL	Qualcomm Atheros QCA9563-AL3A	1	775	16	128	-	2	b/g/n	a/n/ac	-	-	-	PoE 802.3af
Travel Router	Evaluation boards / unbranded boards	A5-V11	NULL	Ralink RT5350F	1	360	4	32	1	-	b/g/n	-	-	1x -USB (power)	Yes	5 VDC, 1.0 A
WiFi Router	UniElec	U7621-06	512M/64M	MediaTek MT7621AT	2	880	64	512	-	5	-	-	-	1x Device	Yes	12 VDC, 1.0 A
WiFi Router	UniElec	U7621-06	256M/16M	MediaTek MT7621AT	2	880	microSD	256	-	5	-	-	-	1x Device	Yes	12 VDC, 1.0 A
WiFi Router	UniElec	U7623	NULL	MediaTek MT7623N	4	1300	8192 eMMC	512	-	5	-	-	-	1x 3.0	Yes	12 VDC, 1.0 A
WiFi Router	UniElec	U4019	NULL	Qualcomm IPQ4019	4	717	microSD	512	-	5	b/g/n	a/n/ac	-	1x 2.0	Yes	12 VDC, 1.5 A
WiFi Router	UniElec	U7628-01	NULL	MediaTek MT7628AN	1	580	microSD	128	5	-	b/g/n	-	-	1x 2.0	Yes	12 VDC, 1.0 A
WiFi Router	Upvel	UR-326N4G	NULL	Ralink RT3052	1	384	4	32	5	-	b/g/n	-	-	1x 2.0	Yes	9 VDC, 1.0 A
WiFi Router	Upvel	UR-336UN	NULL	Ralink RT305x	1	384	8	32	5	-	b/g/n	-	-	1x 2.0	-	-
Router	US Robotics	USR8200	NULL	Intel IXP422	1	266	16	64	5	-	-	-	-	2x 2.0	Yes	12 VDC, 3.33 A
WiFi Router	US Robotics	USR9108	A	Broadcom BCM6348	1	256	4	16	4	-	b/g	-	-	1x 1.1	Yes	9 VDC, 1.2 A
WiFi Router	Vizio	XWR100	NULL	Atheros AR7161	1	680	8	32	4	-	b/g/n	a/n	-	1x 2.0	Yes	-
Single Board Computer	VoCore	VoCore	v1.0	Ralink RT5350F	1	360	16	32	2	-	b/g/n	-	-	1x 2.0	Yes	3.3...6.0 VDC
WiFi Router	Wallys	DR344-NAS27	NULL	Atheros AR9344	1	560	16	128	1	1	-	a/n	-	1x 2.0	Yes	DC jack
Single Board Computer	Wallys	DR40X9	V02	Qualcomm IPQ4019/29	4	716.8	16	512	-	2	b/g/n	a/n/ac	-	1x 3.0	Yes	48 VDC, 0.5 A
Camera	Wansview	NCS601W	NULL	Ralink RT5350F	1	360	8	64	1	-	b/g/n	-	-	-	Yes	5 VDC, 1.5 A
WiFi Router	WAVLINK	WL-WN531A6 (QUANTUM D6)	NULL	MediaTek MT7621AT	2	880	16	128	-	5	b/g/n	a/n/ac	-	1x 3.0	Yes	5 VDC, 3.0 A
WiFi AP	WAVLINK	WL-WN570HA1	NULL	MediaTek MT7688AN	1	580	8	64	1	-	b/g/n	a/n/ac	-	-	Yes	PoE 24 VDC, 0.5 A
Range Extender	WAVLINK	WL-WN577A2	NULL	MediaTek MT7628AN	1	580	8	64	2	-	b/g/n	a/n/ac	-	-	-	100-240 VAC, 50/60 Hz, 0.3 A
Range Extender	WAVLINK	WL-WN575A3B	NULL	MediaTek MT7628AN	1	580	8	64	2	-	b/g/n	a/n/ac	-	-	No	-
WiFi Router	Western Digital	My Net N750	NULL	Atheros AR9344	1	560	16	128	-	5	b/g/n	a/n	-	2x 2.0	Yes	12 VDC, 2.0 A
WiFi Router	Western Digital	My Net Wi-Fi Range Extender	NULL	Atheros AR7370	1	560	8	32	-	1	b/g/n	a/n	-	-	Yes	12 VDC, 1.5 A
NAS	Western Digital	MyBook Live	Duo	AppliedMicro APM82181	1	800	more than 8GB	256	-	1	-	-	-	1x 2.0	Yes	12 VDC, 3.0 A
NAS	Western Digital	MyBook Live	Single	AppliedMicro APM82181	1	800	more than 8GB	256	-	1	-	-	-	-	Yes	12 VDC, 1.5 A
WiFi Router	Western Digital	My Net N600	NULL	Atheros AR9344	1	560	16	128	5	-	b/g/n	a/n	-	1x 2.0	Yes	12 VDC, 2.0 A
WiFi Router	Evaluation boards / unbranded boards	XDX-RN502J	NULL	Ralink RT3052	1	384	4	32	5	-	b/g/n	-	-	1x 2.0	-	-
WiFi Router	Skyline	SL-R7205	NULL	Ralink RT3052	1	384	4	32	5	-	b/g/n	-	-	1x 2.0	Yes	-
WiFi Router	Widemac	SL-R7205	NULL	Ralink RT3052	1	384	4	32	5	-	b/g/n	-	-	1x 2.0	Yes	-
Single Board Computer	Wiligear	WBD-111	NULL	Storm SL3512	1	300	8	32	1	-	-	-	-	1x 2.0	Yes	-
Single Board Computer	WIZnet	WizFi630A	NULL	Ralink RT5350	1	360	16	32	3	-	b/g/n	-	-	1x 2.0	Yes	3.3 VDC, 0.6 A
WiFi Router	WRTnode	WRTnode	1	MediaTek MT7620N	1	580	16	64	5	-	b/g/n	-	-	1x 2.0	Yes	5 VDC, 0.5 A (-USB)
WiFi Router	Xiaomi	Mi Router 3 Pro	NULL	MediaTek MT7621AT	2	880	256NAND	512	-	4	b/g/n	a/n/ac	-	1x 3.0	Yes	12 VDC, 1.5 A
WiFi Router	Xiaomi	MiWiFi 3G	v1	MediaTek MT7621AT	2	880	128NAND	256	-	3	b/g/n	a/n/ac	-	1x 3.0	Yes	12 VDC, 1.5 A
WiFi Router	Xiaomi	MiWiFi 3G	v2	MediaTek MT7621	2	880	16	128	-	3	b/g/n	a/n/ac	-	-	Yes	-
WiFi Router	Xiaomi	Mi WiFi Mini	v1	MediaTek MT7620A	1	580	16	128	3	-	b/g/n	a/n/ac	-	1x 2.0	Yes	12 VDC, 1.0 A
WiFi Router	Xiaomi	MiWiFi Nano	NULL	MediaTek MT7628	1	575	16	64	3	-	b/g/n	-	-	1x -USB (power)	Yes	5 VDC (-USB)
WiFi Router	Xiaomi	Mi Router 4C	NULL	MediaTek MT7628AN	1	580	16	64	3	-	b/g/n	-	-	-	Yes	5V, 1A
WiFi Router	Xiaomi	Mi Router AC2100	NULL	MediaTek MT7621A	2	880	128NAND	128	-	4	b/g/n	a/n/ac	-	-	Yes	-
WiFi Router	Xiaomi	Redmi Router AC2100	NULL	MediaTek MT7621	2	880	128NAND	128	-	4	b/g/n	a/n/ac	-	-	Yes	-
Single Board Computer	Xunlong	Orange Pi Plus	NULL	Allwinner H3	4	1600	8192	1024	-	1	b/g/n	-	-	4x 2.0	Yes	5 VDC, 2.0 A
Single Board Computer	Xunlong	Orange Pi R1	NULL	Allwinner H2+	4	1200	microSD	256	2	-	b/g/n	-	-	1x -USB (power)	Yes	5 VDC (-USB)
Router	Xunlong	Orange Pi R1 Plus	NULL	Rockchip RK3328	4	1500	microSDHC	1024	-	2	-	-	-	1x 2.0	-	USB Type-C, 5V 2A
Single Board Computer	Xunlong	Orange Pi Zero	NULL	Allwinner H2	4	1200	microSD	256	1	-	b/g/n	-	-	1x -USB (power)	Yes	micro-USB (5V, 2A)
WiFi Router	YouHua	WR1200JS	NULL	MediaTek MT7621AT	2	880	16	128	-	5	b/g/n	a/n/ac	-	1x 2.0	Yes	12 VDC, 1.5 A
WiFi Router	YunCore	SR3200	NULL	Qualcomm Atheros QCA9563	1	775	16	128	-	5	b/g/n	a/n/ac	-	2x 2.0	-	-
WiFi Router	ZBT	APE522II	NULL	MediaTek MT7620A	1	580	8	64	2	-	b/g/n	a/n/ac	-	-	Yes	12 VDC, PoE 802.3af
WiFi Router	ZBT	WA-05	NULL	MediaTek MT7620N	1	580	8	64	5	-	b/g/n	-	-	1x 2.0	Yes	-
WiFi Router	ZBT	WE826	B0 32M	MediaTek MT7620A	1	580	32	128	5	-	b/g/n	a/n/ac	-	1x 2.0	Yes	12 VDC, 1.0 A
WiFi Router	ZBT	WE826	B0 16M	MediaTek MT7620A	1	580	SD	128	5	-	b/g/n	a/n/ac	-	1x 2.0	Yes	12 VDC, 1.0 A
WiFi Router	ZBT	WE826	T 16M	MediaTek MT7620A	1	580	SD	128	5	-	b/g/n	-	-	1x 2.0	Yes	12 VDC, 1.0 A
WiFi Router	ZBT	WE826	T 32M	MediaTek MT7620A	1	580	32	128	5	-	b/g/n	-	-	1x 2.0	Yes	12 VDC, 1.0 A
WiFi Router	ZBT	WE526 (WE1626)	NULL	MediaTek MT7620N	1	580	8	64	5	-	b/g/n	-	-	1x 2.0	Yes	-
WiFi Router	ZBT	WG2626	v03	MediaTek MT7621AT	2	880	16	512	-	5	b/g/n	a/n/ac	-	1x 3.0	Yes	12 VDC, 1.0 A
WiFi Router	ZBT	WR8305RT	NULL	MediaTek MT7620N	1	580	8	32	5	-	b/g/n	-	-	1x 2.0	Yes	-
WiFi AP	ZBT	WE3526	NULL	MediaTek MT7621AT	2	880	16	512	-	5	b/g/n	a/n/ac	-	1x 2.0	-	-
WiFi Router	ZBT	WG3526	32M	MediaTek MT7621A	2	880	32	512	-	5	b/g/n	a/n/ac	-	1x 3.0	Yes	12 VDC, 2.5 A
WiFi Router	ZBT	WG3526	16M	MediaTek MT7621AT	2	880	16	512	-	5	b/g/n	a/n/ac	-	1x 3.0	Yes	12 VDC, 2.5 A
WiFi Router	Zlmnet	MIFIF10N	NULL	Ralink RT5350F	1	360	4	32	1	-	b/g/n	-	-	1x -USB (power)	Yes	5 VDC
WiFi Router	ZTE	ZXHN H218N	v1	Broadcom BCM5357	1	500	16	64	-	5	b/g/n	-	-	2x 2.0	-	-
WiFi Router	ZTE	ZXA10 F660	2.0	Broadcom BCM6362-	1	360	16	64	-	4	b/g/n	-	-	1x 2.0	-	-
WiFi Router	ZTE	ZXHN H108N	v1	Broadcom BCM63281	1	320	8	64	4	-	b/g/n	-	-	1x 2.0	Yes	12 VDC, 0.5 A
WiFi Router	ZTE	ZXV10 H201L	NULL	Lantiq AMAZON-SE	1	266	8	32	-	4	b/g/n	-	-	-	Yes	-
Switch	ZyXEL	GS1900-10HP	v1	Realtek RTL8380M	1	500	16	128	-	8	-	-	-	-	Yes	54 VDC, 2.0 A
WiFi Router	ZyXEL	Keenetic	v1	Ralink RT3052	1	384	8	32	5	-	b/g/n	-	-	1x 2.0	Yes	12 VDC, 1.5 A
WiFi Router	ZyXEL	NBG-419N	v2	Ralink RT3352	1	384	8	64	5	-	b/g/n	-	-	1x 2.0	Yes	12 VDC, 1.0 A
WiFi Router	ZyXEL	WAP3205	v1	Ralink RT3052	1	384	4	32	2	-	b/g/n	-	-	-	Yes	12 VDC, 1.0 A
WiFi Router	ZyXEL	NBG-419N	v1	Ralink RT3052	1	384	4	32	5	-	b/g/n	-	-	-	Yes	12 VDC, 1.0 A
WiFi Router	ZyXEL	NBG460N	1	Atheros AR9132	1	400	4	32	-	5	b/g/n	-	-	-	Yes	18 VDC, 1.0 A
WiFi Router	ZyXEL	NBG550N	1	Atheros AR9132	1	400	4	32	-	5	b/g/n	-	-	-	Yes	18 VDC, 1.0 A
WiFi Router	ZyXEL	NBG550NH	1	Atheros AR9132	1	400	4	32	-	5	b/g/n	-	-	-	Yes	18 VDC, 1.0 A
WiFi Router	ZyXEL	NBG4615	v1	Ralink RT3052	1	384	8	64	-	5	b/g/n	-	-	2x 2.0	Yes	12 VDC, 1.5 A
WiFi Router	ZyXEL	NBG4615	v2	Ralink RT6856	1	700	-	128	-	5	b/g/n	-	-	2x 2.0	-	12 VDC, 1.5 A
